7.1.83 Rob-21
Location,Type,Scene,Dungeon/Overworld
Water Temple Before Compass Chest Stingray 4,EnemyDrop,Water Temple,Vanilla
Water Temple Falling Platform Room Keese 1,EnemyDrop,Water Temple,Vanilla
Water Temple Falling Platform Room Keese 2,EnemyDrop,Water Temple,Vanilla
Water Temple Statue Puzzle Tektite 1,EnemyDrop,Water Temple,Vanilla
Water Temple Statue Puzzle Tektite 2,EnemyDrop,Water Temple,Vanilla
Water Temple Statue Puzzle Tektite 3,EnemyDrop,Water Temple,Vanilla
Water Temple Statue Puzzle Tektite 4,EnemyDrop,Water Temple,Vanilla
Water Temple Statue Puzzle Tektite 5,EnemyDrop,Water Temple,Vanilla
Water Temple Statue Puzzle Like Like,EnemyDrop,Water Temple,Vanilla
Water Temple Dark Link,EnemyDrop,Water Temple,Vanilla
Water Temple Dragon Statue Shell Blade 1,EnemyDrop,Water Temple,Vanilla
Water Temple Dragon Statue Shell Blade 2,EnemyDrop,Water Temple,Vanilla
Water Temple Water Spout Tektite,EnemyDrop,Water Temple,Vanilla
Water Temple Raise The Water Tektite,EnemyDrop,Water Temple,Vanilla
Water Temple Whirlpool Room Tektite 1,EnemyDrop,Water Temple,Vanilla
Water Temple Whirlpool Room Tektite 2,EnemyDrop,Water Temple,Vanilla
Water Temple Whirlpool Room Tektite 3,EnemyDrop,Water Temple,Vanilla
Water Temple Whirlpool Room Tektite 4,EnemyDrop,Water Temple,Vanilla
Water Temple Whirlpool Room Tektite 5,EnemyDrop,Water Temple,Vanilla
Water Temple Whirlpool Room Tektite 6,EnemyDrop,Water Temple,Vanilla
Water Temple Before BK Shell Blade,EnemyDrop,Water Temple,Vanilla
Water Temple North Basement Block Puzzle Stingray 1,EnemyDrop,Water Temple,Vanilla
Water Temple North Basement Block Puzzle Stingray 2,EnemyDrop,Water Temple,Vanilla
Water Temple North Basement Block Puzzle Stingray 3,EnemyDrop,Water Temple,Vanilla
Water Temple North Basement Block Puzzle Stingray 4,EnemyDrop,Water Temple,Vanilla
Water Temple North Basement Block Puzzle Stingray 5,EnemyDrop,Water Temple,Vanilla
Water Temple Triple Water Spout Tektite 1,EnemyDrop,Water Temple,Vanilla
Water Temple Triple Water Spout Tektite 2,EnemyDrop,Water Temple,Vanilla
Water Temple Torches Chest Shell Blade 1,EnemyDrop,Water Temple,Vanilla
Water Temple Torches Chest Shell Blade 2,EnemyDrop,Water Temple,Vanilla
Water Temple Torches Chest Shell Blade 3,EnemyDrop,Water Temple,Vanilla
Water Temple Map Chest Spike 1,EnemyDrop,Water Temple,Vanilla
Water Temple Map Chest Spike 2,EnemyDrop,Water Temple,Vanilla
Water Temple Map Chest Spike 3,EnemyDrop,Water Temple,Vanilla
Water Temple Map Chest Spike 4,EnemyDrop,Water Temple,Vanilla
Water Temple MQ Longshot Chest,Chest,Water Temple,MQ
Water Temple MQ Map Chest,Chest,Water Temple,MQ
Water Temple MQ Compass Chest,Chest,Water Temple,MQ
Water Temple MQ Central Pillar Chest,Chest,Water Temple,MQ
Water Temple MQ Boss Key Chest,Chest,Water Temple,MQ
Water Temple MQ Freestanding Key,Collectable,Water Temple,MQ
Water Temple MQ GS Lizalfos Hallway,GS Token,Water Temple,MQ
Water Temple MQ GS Before Upper Water Switch,GS Token,Water Temple,MQ
Water Temple MQ GS River,GS Token,Water Temple,MQ
Water Temple MQ GS Freestanding Key Area,GS Token,Water Temple,MQ
Water Temple MQ GS Triple Wall Torch,GS Token,Water Temple,MQ
Water Temple MQ Triple Wall Torch Pot 1,Pot,Water Temple,MQ
Water Temple MQ Triple Wall Torch Pot 2,Pot,Water Temple,MQ
Water Temple MQ Triple Wall Torch Pot 3,Pot,Water Temple,MQ
Water Temple MQ Triple Wall Torch Pot 4,Pot,Water Temple,MQ
Water Temple MQ Storage Room Pot 1,Pot,Water Temple,MQ
Water Temple MQ Storage Room Pot 2,Pot,Water Temple,MQ
Water Temple MQ Storage Room Pot 3,Pot,Water Temple,MQ
Water Temple MQ Before Dark Link Top Pot 1,Pot,Water Temple,MQ
Water Temple MQ Before Dark Link Top Pot 2,Pot,Water Temple,MQ
Water Temple MQ Before Dark Link Lower Pot,Pot,Water Temple,MQ
Water Temple MQ Room After Dark Link Pot,Pot,Water Temple,MQ
Water Temple MQ Boss Key Chest Room Pot,Pot,Water Temple,MQ
Water Temple MQ Before Upper Water Switch Pot 1,Pot,Water Temple,MQ
Water Temple MQ Before Upper Water Switch Pot 2,Pot,Water Temple,MQ
Water Temple MQ Before Upper Water Switch Pot 3,Pot,Water Temple,MQ
Water Temple MQ Dodongo Room Pot 1,Pot,Water Temple,MQ
Water Temple MQ Dodongo Room Pot 2,Pot,Water Temple,MQ
Water Temple MQ Freestanding Key Room Pot,Pot,Water Temple,MQ
Water Temple MQ L1 Torch Pot 1,Pot,Water Temple,MQ
Water Temple MQ L1 Torch Pot 2,Pot,Water Temple,MQ
Water Temple MQ Lizalfos Hallway Pot 1,Pot,Water Temple,MQ
Water Temple MQ Lizalfos Hallway Pot 2,Pot,Water Temple,MQ
Water Temple MQ Lizalfos Hallway Pot 3,Pot,Water Temple,MQ
Water Temple MQ Lizalfos Hallway Gate Pot 1,Pot,Water Temple,MQ
Water Temple MQ Lizalfos Hallway Gate Pot 2,Pot,Water Temple,MQ
Water Temple MQ River Pot,Pot,Water Temple,MQ
Water Temple MQ Central Pillar Upper Crate 1,Crate,Water Temple,MQ
Water Temple MQ Central Pillar Upper Crate 2,Crate,Water Temple,MQ
Water Temple MQ Central Pillar Lower Crate 1,Crate,Water Temple,MQ
Water Temple MQ Central Pillar Lower Crate 2,Crate,Water Temple,MQ
Water Temple MQ Central Pillar Lower Crate 3,Crate,Water Temple,MQ
Water Temple MQ Central Pillar Lower Crate 4,Crate,Water Temple,MQ
Water Temple MQ Central Pillar Lower Crate 5,Crate,Water Temple,MQ
Water Temple MQ Central Pillar Lower Crate 6,Crate,Water Temple,MQ
Water Temple MQ Central Pillar Lower Crate 7,Crate,Water Temple,MQ
Water Temple MQ Central Pillar Lower Crate 8,Crate,Water Temple,MQ
Water Temple MQ Central Pillar Lower Crate 9,Crate,Water Temple,MQ
Water Temple MQ Central Pillar Lower Crate 10,Crate,Water Temple,MQ
Water Temple MQ Central Pillar Lower Crate 11,Crate,Water Temple,MQ
Water Temple MQ Central Pillar Lower Crate 12,Crate,Water Temple,MQ
Water Temple MQ Central Pillar Lower Crate 13,Crate,Water Temple,MQ
Water Temple MQ Central Pillar Lower Crate 14,Crate,Water Temple,MQ
Water Temple MQ Triple Wall Torch Submerged Crate 1,Crate,Water Temple,MQ
Water Temple MQ Triple Wall Torch Submerged Crate 2,Crate,Water Temple,MQ
Water Temple MQ Triple Wall Torch Submerged Crate 3,Crate,Water Temple,MQ
Water Temple MQ Triple Wall Torch Submerged Crate 4,Crate,Water Temple,MQ
Water Temple MQ Triple Wall Torch Submerged Crate 5,Crate,Water Temple,MQ
Water Temple MQ Triple Wall Torch Submerged Crate 6,Crate,Water Temple,MQ
Water Temple MQ Triple Wall Torch Behind Gate Crate 1,Crate,Water Temple,MQ
Water Temple MQ Triple Wall Torch Behind Gate Crate 2,Crate,Water Temple,MQ
Water Temple MQ Triple Wall Torch Behind Gate Crate 3,Crate,Water Temple,MQ
Water Temple MQ Storage Room Crate 1,Crate,Water Temple,MQ
Water Temple MQ Storage Room Crate 2,Crate,Water Temple,MQ
Water Temple MQ Storage Room Crate 3,Crate,Water Temple,MQ
Water Temple MQ Storage Room Crate 4,Crate,Water Temple,MQ
Water Temple MQ Storage Room Crate 5,Crate,Water Temple,MQ
Water Temple MQ Storage Room Crate 6,Crate,Water Temple,MQ
Water Temple MQ Storage Room Crate 7,Crate,Water Temple,MQ
Water Temple MQ Dragon Statue By Torches Crate 1,Crate,Water Temple,MQ
Water Temple MQ Dragon Statue By Torches Crate 2,Crate,Water Temple,MQ
Water Temple MQ Dragon Statue Submerged Crate 1,Crate,Water Temple,MQ
Water Temple MQ Dragon Statue Submerged Crate 2,Crate,Water Temple,MQ
Water Temple MQ Dragon Statue Submerged Crate 3,Crate,Water Temple,MQ
Water Temple MQ Dragon Statue Submerged Crate 4,Crate,Water Temple,MQ
Water Temple MQ Dragon Statue Near Door Crate 1,Crate,Water Temple,MQ
Water Temple MQ Dragon Statue Near Door Crate 2,Crate,Water Temple,MQ
Water Temple MQ Boss Key Chest Room Upper Crate,Crate,Water Temple,MQ
Water Temple MQ Boss Key Chest Room Lower Crate 1,Crate,Water Temple,MQ
Water Temple MQ Boss Key Chest Room Lower Crate 2,Crate,Water Temple,MQ
Water Temple MQ Boss Key Chest Room Lower Crate 3,Crate,Water Temple,MQ
Water Temple MQ Boss Key Chest Room Lower Crate 4,Crate,Water Temple,MQ
Water Temple MQ Before Upper Water Switch Lower Crate 1,Crate,Water Temple,MQ
Water Temple MQ Before Upper Water Switch Lower Crate 2,Crate,Water Temple,MQ
Water Temple MQ Before Upper Water Switch Lower Crate 3,Crate,Water Temple,MQ
Water Temple MQ Before Upper Water Switch Lower Crate 4,Crate,Water Temple,MQ
Water Temple MQ Before Upper Water Switch Lower Crate 5,Crate,Water Temple,MQ
Water Temple MQ Before Upper Water Switch Lower Crate 6,Crate,Water Temple,MQ
Water Temple MQ Before Upper Water Switch Upper Crate 1,Crate,Water Temple,MQ
Water Temple MQ Before Upper Water Switch Upper Crate 2,Crate,Water Temple,MQ
Water Temple MQ Freestanding Key Area Behind Gate Crate 1,Crate,Water Temple,MQ
Water Temple MQ Freestanding Key Area Behind Gate Crate 2,Crate,Water Temple,MQ
Water Temple MQ Freestanding Key Area Behind Gate Crate 3,Crate,Water Temple,MQ
Water Temple MQ Freestanding Key Area Behind Gate Crate 4,Crate,Water Temple,MQ
Water Temple MQ Freestanding Key Area Front Crate 1,Crate,Water Temple,MQ
Water Temple MQ Freestanding Key Area Front Crate 2,Crate,Water Temple,MQ
Water Temple MQ Freestanding Key Area Submerged Crate 1,Crate,Water Temple,MQ
Water Temple MQ Freestanding Key Area Submerged Crate 2,Crate,Water Temple,MQ
Water Temple MQ Freestanding Key Area Submerged Crate 3,Crate,Water Temple,MQ
Water Temple MQ Freestanding Key Area Submerged Crate 4,Crate,Water Temple,MQ
Water Temple MQ Freestanding Key Area Submerged Crate 5,Crate,Water Temple,MQ
Water Temple MQ Freestanding Key Area Submerged Crate 6,Crate,Water Temple,MQ
Water Temple MQ Dodongo Room Lower Crate 1,Crate,Water Temple,MQ
Water Temple MQ Dodongo Room Lower Crate 2,Crate,Water Temple,MQ
Water Temple MQ Dodongo Room Lower Crate 3,Crate,Water Temple,MQ
Water Temple MQ Dodongo Room Upper Crate,Crate,Water Temple,MQ
Water Temple MQ Dodongo Room Hall Crate,Crate,Water Temple,MQ
Water Temple MQ Freestanding Key Room Crate 1,Crate,Water Temple,MQ
Water Temple MQ Freestanding Key Room Crate 2,Crate,Water Temple,MQ
Water Temple MQ Freestanding Key Room Crate 3,Crate,Water Temple,MQ
Water Temple MQ Freestanding Key Room Crate 4,Crate,Water Temple,MQ
Water Temple MQ Freestanding Key Room Crate 5,Crate,Water Temple,MQ
Water Temple MQ Lizalfos Hallway Gate Crate 1,Crate,Water Temple,MQ
Water Temple MQ Lizalfos Hallway Gate Crate 2,Crate,Water Temple,MQ
Water Temple MQ Lizalfos Hallway Room Crate 1,Crate,Water Temple,MQ
Water Temple MQ Lizalfos Hallway Room Crate 2,Crate,Water Temple,MQ
Water Temple MQ Lizalfos Hallway Room Crate 3,Crate,Water Temple,MQ
Water Temple MQ Lizalfos Hallway Room Crate 4,Crate,Water Temple,MQ
Water Temple MQ Lizalfos Hallway Room Crate 5,Crate,Water Temple,MQ
Water Temple MQ Lizalfos Hallway Hall Crate 1,Crate,Water Temple,MQ
Water Temple MQ Lizalfos Hallway Hall Crate 2,Crate,Water Temple,MQ
Water Temple MQ Lizalfos Hallway Hall Crate 3,Crate,Water Temple,MQ
Water Temple MQ Central Pillar Spike,EnemyDrop,Water Temple,MQ
Water Temple MQ Triple Wall Torch Stalfos 1,EnemyDrop,Water Temple,MQ
Water Temple MQ Triple Wall Torch Stalfos 2,EnemyDrop,Water Temple,MQ
Water Temple MQ Before Dark Link Stalfos 1,EnemyDrop,Water Temple,MQ
Water Temple MQ Before Dark Link Stalfos 2,EnemyDrop,Water Temple,MQ
Water Temple MQ Before Dark Link Stalfos 3,EnemyDrop,Water Temple,MQ
Water Temple MQ Before Upper Water Switch Lizalfos,EnemyDrop,Water Temple,MQ
Water Temple MQ Dark Link,EnemyDrop,Water Temple,MQ
Water Temple MQ Dodongo Room Dodongo 1,EnemyDrop,Water Temple,MQ
Water Temple MQ Dodongo Room Dodongo 2,EnemyDrop,Water Temple,MQ
Water Temple MQ Dodongo Room Dodongo 3,EnemyDrop,Water Temple,MQ
Water Temple MQ Dodongo Room Dodongo 4,EnemyDrop,Water Temple,MQ
Water Temple MQ Dodongo Room Dodongo 5,EnemyDrop,Water Temple,MQ
Water Temple MQ Dodongo Room Dodongo 6,EnemyDrop,Water Temple,MQ
Water Temple MQ Dodongo Room Dodongo 7,EnemyDrop,Water Temple,MQ
Water Temple MQ Freestanding Key Stalfos,EnemyDrop,Water Temple,MQ
Water Temple MQ Compass Chest Spike,EnemyDrop,Water Temple,MQ
Water Temple MQ Compass Chest Lizalfos 1,EnemyDrop,Water Temple,MQ
Water Temple MQ Compass Chest Lizalfos 2,EnemyDrop,Water Temple,MQ
Water Temple MQ Map Chest Stalfos 1,EnemyDrop,Water Temple,MQ
Water Temple MQ Map Chest Stalfos 2,EnemyDrop,Water Temple,MQ
Water Temple MQ Map Chest Stalfos 3,EnemyDrop,Water Temple,MQ
Water Temple MQ Lizalfos Hallway Lizalfos 1,EnemyDrop,Water Temple,MQ
Water Temple MQ Lizalfos Hallway Lizalfos 2,EnemyDrop,Water Temple,MQ
Water Temple MQ Below Central Pillar Hookshot Wonderitem,Wonderitem,Water Temple,MQ
Water Temple MQ Triple Wall Torch Hookshot/Bow Wonderitem,Wonderitem,Water Temple,MQ
Water Temple MQ Hookshot Waterfall Left Hookshot Wonderitem 1,Wonderitem,Water Temple,MQ
Water Temple MQ Hookshot Waterfall Left Hookshot Wonderitem 2,Wonderitem,Water Temple,MQ
Water Temple MQ Hookshot Waterfall Left Hookshot Wonderitem 3,Wonderitem,Water Temple,MQ
Water Temple MQ Hookshot Waterfall Right Hookshot Wonderitem 1,Wonderitem,Water Temple,MQ
Water Temple MQ Hookshot Waterfall Right Hookshot Wonderitem 2,Wonderitem,Water Temple,MQ
Water Temple MQ Hookshot Waterfall Right Hookshot Wonderitem 3,Wonderitem,Water Temple,MQ
Water Temple MQ After Dark Link Hookshot Wonderitem,Wonderitem,Water Temple,MQ
Water Temple MQ Dragon Statue Eyes Hookshot Wonderitem 1,Wonderitem,Water Temple,MQ
Water Temple MQ Dragon Statue Eyes Hookshot Wonderitem 2,Wonderitem,Water Temple,MQ
Water Temple MQ Dragon Statue Crates Hookshot Wonderitem,Wonderitem,Water Temple,MQ
Water Temple MQ Upper Water Switch Hookshot Wonderitem,Wonderitem,Water Temple,MQ
Water Temple MQ Boss Hallway Hookshot Wonderitem 1,Wonderitem,Water Temple,MQ
Water Temple MQ Boss Hallway Hookshot Wonderitem 2,Wonderitem,Water Temple,MQ
Water Temple MQ 3 Water Spouts Proximity Wonderitem 1,Wonderitem,Water Temple,MQ
Water Temple MQ 3 Water Spouts Proximity Wonderitem 2,Wonderitem,Water Temple,MQ
Water Temple MQ Freestanding Key Hookshot Wonderitem,Wonderitem,Water Temple,MQ
Water Temple MQ Longshot Chest Hookshot Wonderitem,Wonderitem,Water Temple,MQ
Water Temple MQ Compass Chest Hookshot Wonderitem,Wonderitem,Water Temple,MQ
Water Temple MQ Map Chest Hookshot Wonderitem,Wonderitem,Water Temple,MQ
Water Temple MQ Lizalfos Hallway Hookshot Wonderitem,Wonderitem,Water Temple,MQ
Water Temple Morpha Heart,BossHeart,Morpha's Lair,Vanilla/MQ
Shadow Temple Map Chest,Chest,Shadow Temple,Vanilla
Shadow Temple Hover Boots Chest,Chest,Shadow Temple,Vanilla
Shadow Temple Compass Chest,Chest,Shadow Temple,Vanilla
Shadow Temple Early Silver Rupee Chest,Chest,Shadow Temple,Vanilla
Shadow Temple Invisible Blades Visible Chest,Chest,Shadow Temple,Vanilla
Shadow Temple Invisible Blades Invisible Chest,Chest,Shadow Temple,Vanilla
Shadow Temple Falling Spikes Lower Chest,Chest,Shadow Temple,Vanilla
Shadow Temple Falling Spikes Upper Chest,Chest,Shadow Temple,Vanilla
Shadow Temple Falling Spikes Switch Chest,Chest,Shadow Temple,Vanilla
Shadow Temple Invisible Spikes Chest,Chest,Shadow Temple,Vanilla
Shadow Temple Freestanding Key,Collectable,Shadow Temple,Vanilla
Shadow Temple Wind Hint Chest,Chest,Shadow Temple,Vanilla
Shadow Temple After Wind Enemy Chest,Chest,Shadow Temple,Vanilla
Shadow Temple After Wind Hidden Chest,Chest,Shadow Temple,Vanilla
Shadow Temple Spike Walls Left Chest,Chest,Shadow Temple,Vanilla
Shadow Temple Boss Key Chest,Chest,Shadow Temple,Vanilla
Shadow Temple Invisible Floormaster Chest,Chest,Shadow Temple,Vanilla
Shadow Temple GS Invisible Blades Room,GS Token,Shadow Temple,Vanilla
Shadow Temple GS Falling Spikes Room,GS Token,Shadow Temple,Vanilla
Shadow Temple GS Single Giant Pot,GS Token,Shadow Temple,Vanilla
Shadow Temple GS Near Ship,GS Token,Shadow Temple,Vanilla
Shadow Temple GS Triple Giant Pot,GS Token,Shadow Temple,Vanilla
Shadow Temple Invisible Blades Recovery Heart 1,Freestanding,Shadow Temple,Vanilla
Shadow Temple Invisible Blades Recovery Heart 2,Freestanding,Shadow Temple,Vanilla
Shadow Temple Before Boat Recovery Heart 1,Freestanding,Shadow Temple,Vanilla
Shadow Temple Before Boat Recovery Heart 2,Freestanding,Shadow Temple,Vanilla
Shadow Temple After Boat Upper Recovery Heart 1,Freestanding,Shadow Temple,Vanilla
Shadow Temple After Boat Upper Recovery Heart 2,Freestanding,Shadow Temple,Vanilla
Shadow Temple After Boat Lower Recovery Heart,Freestanding,Shadow Temple,Vanilla
Shadow Temple 3 Spinning Pots Rupee 1,RupeeTower,Shadow Temple,Vanilla
Shadow Temple 3 Spinning Pots Rupee 2,RupeeTower,Shadow Temple,Vanilla
Shadow Temple 3 Spinning Pots Rupee 3,RupeeTower,Shadow Temple,Vanilla
Shadow Temple 3 Spinning Pots Rupee 4,RupeeTower,Shadow Temple,Vanilla
Shadow Temple 3 Spinning Pots Rupee 5,RupeeTower,Shadow Temple,Vanilla
Shadow Temple 3 Spinning Pots Rupee 6,RupeeTower,Shadow Temple,Vanilla
Shadow Temple 3 Spinning Pots Rupee 7,RupeeTower,Shadow Temple,Vanilla
Shadow Temple 3 Spinning Pots Rupee 8,RupeeTower,Shadow Temple,Vanilla
Shadow Temple 3 Spinning Pots Rupee 9,RupeeTower,Shadow Temple,Vanilla
Shadow Temple Whispering Walls Near Dead Hand Pot,Pot,Shadow Temple,Vanilla
Shadow Temple Whispering Walls Left Pot 1,Pot,Shadow Temple,Vanilla
Shadow Temple Whispering Walls Left Pot 2,Pot,Shadow Temple,Vanilla
Shadow Temple Whispering Walls Left Pot 3,Pot,Shadow Temple,Vanilla
Shadow Temple Whispering Walls Front Pot 1,Pot,Shadow Temple,Vanilla
Shadow Temple Whispering Walls Front Pot 2,Pot,Shadow Temple,Vanilla
Shadow Temple Whispering Walls Flying Pot,FlyingPot,Shadow Temple,Vanilla
Shadow Temple Map Chest Room Pot 1,Pot,Shadow Temple,Vanilla
Shadow Temple Map Chest Room Pot 2,Pot,Shadow Temple,Vanilla
Shadow Temple Falling Spikes Lower Pot 2,Pot,Shadow Temple,Vanilla
Shadow Temple Falling Spikes Lower Pot 1,Pot,Shadow Temple,Vanilla
Shadow Temple Falling Spikes Upper Pot 1,Pot,Shadow Temple,Vanilla
Shadow Temple Falling Spikes Upper Pot 2,Pot,Shadow Temple,Vanilla
Shadow Temple Spike Walls Pot,Pot,Shadow Temple,Vanilla
Shadow Temple Invisible Floormaster Pot 1,Pot,Shadow Temple,Vanilla
Shadow Temple Invisible Floormaster Pot 2,Pot,Shadow Temple,Vanilla
Shadow Temple After Wind Pot 1,Pot,Shadow Temple,Vanilla
Shadow Temple After Wind Pot 2,Pot,Shadow Temple,Vanilla
Shadow Temple After Wind Flying Pot 1,FlyingPot,Shadow Temple,Vanilla
Shadow Temple After Wind Flying Pot 2,FlyingPot,Shadow Temple,Vanilla
Shadow Temple After Boat Pot,Pot,Shadow Temple,Vanilla
Shadow Temple Near Boss Pot 1,Pot,Shadow Temple,Vanilla
Shadow Temple Near Boss Pot 2,Pot,Shadow Temple,Vanilla
Shadow Temple Scythe Shortcut Silver Rupee Center Left,SilverRupee,Shadow Temple,Vanilla
Shadow Temple Scythe Shortcut Silver Rupee Center Right,SilverRupee,Shadow Temple,Vanilla
Shadow Temple Scythe Shortcut Silver Rupee Left Alcove,SilverRupee,Shadow Temple,Vanilla
Shadow Temple Scythe Shortcut Silver Rupee Back Alcove,SilverRupee,Shadow Temple,Vanilla
Shadow Temple Scythe Shortcut Silver Rupee Ledge,SilverRupee,Shadow Temple,Vanilla
Shadow Temple Huge Pit Silver Rupee Left,SilverRupee,Shadow Temple,Vanilla
Shadow Temple Huge Pit Silver Rupee Center Front,SilverRupee,Shadow Temple,Vanilla
Shadow Temple Huge Pit Silver Rupee Center,SilverRupee,Shadow Temple,Vanilla
Shadow Temple Huge Pit Silver Rupee Center Back,SilverRupee,Shadow Temple,Vanilla
Shadow Temple Huge Pit Silver Rupee Right,SilverRupee,Shadow Temple,Vanilla
Shadow Temple Invisible Spikes Silver Rupee Right,SilverRupee,Shadow Temple,Vanilla
Shadow Temple Invisible Spikes Silver Rupee Center,SilverRupee,Shadow Temple,Vanilla
Shadow Temple Invisible Spikes Silver Rupee Left,SilverRupee,Shadow Temple,Vanilla
Shadow Temple Invisible Spikes Silver Rupee Ledge,SilverRupee,Shadow Temple,Vanilla
Shadow Temple Invisible Spikes Silver Rupee Near Ledge,SilverRupee,Shadow Temple,Vanilla
Shadow Temple Map Chest Keese 1,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Map Chest Keese 2,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Map Chest Redead,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Dead Hand,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Early Beamos,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Compass Chest Redead 1,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Compass Chest Redead 2,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Guillotine Hallway Skulltula 1,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Guillotine Hallway Skulltula 2,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Guillotine Hallway Skulltula 3,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Guillotine Hallway Skulltula 4,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Huge Pit Bubble,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Huge Pit Wallmaster,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Huge Pit Beamos,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Huge Pit Stalfos,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Invisible Spikes Redead 1,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Invisible Spikes Redead 2,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Spike Walls Left Redead,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Spike Walls Right Redead,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Spinning Pot Keese 1,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Spinning Pot Keese 2,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Spinning Pot Keese 3,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Spinning Pot Keese 4,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Invisible Walls Floormaster 1,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Invisible Walls Floormaster 2,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Invisible Scythe Keese 1,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Invisible Scythe Keese 2,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Invisible Scythe Keese 3,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Invisible Scythe Like Like,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Invisible Floormaster,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Fan Hallway Skulltula,EnemyDrop,Shadow Temple,Vanilla
Shadow Temple Wind Hint Left Redead,EnemyDrop,Shadow Temple,Vanilla
